reading_no,temperature_c,humidity_pct,sensor_reading,motion_detected,sensor_hour,sensor_minute,time_minutes,temp_humidity_ratio,sensor_x_motion,dataset_source,iqr_anomaly_temperature_c,iqr_anomaly_humidity_pct,iqr_anomaly_sensor_reading,iqr_anomaly_reading_no,iqr_any_anomaly,anomaly_label,anomaly_score,is_anomaly,rf_pred,rf_prob,svm_pred,svm_prob,reading_index,twin_temp_mean,twin_temp_std,twin_hum_mean,twin_hum_std,twin_sr_mean,twin_sr_std,twin_temp_upper,twin_temp_lower,twin_hum_upper,twin_hum_lower,twin_sr_upper,twin_sr_lower,dev_temp,dev_hum,dev_sr,twin_deviation,temp_deviation_magnitude,hum_deviation_magnitude,sr_deviation_magnitude,twin_deviation_score,rf_twin_agree,svm_twin_agree,both_agree,high_confidence_anomaly,risk_level
47.95716340378545,32.97006544978174,60.47196868001939,0.529,1,11,22,682,0.5452123624257508,0.529,Dataset_3,False,False,False,False,0,0,-0.0644987646788997,Normal,0,0.025,0,0.0005486272330888302,15,32.82367951288997,0.5237220433983032,57.767441418033215,5.789106846343134,0.495,0.27145189874696646,33.87112359968658,31.77623542609336,69.34565511071948,46.189227725346946,1.037903797493933,-0.04790379749393292,0,0,0,0,0.2795102081854463,0.46717513885918865,0.12525193194452852,0.46717513885918865,0,0,0,0,NORMAL
22.76070240042776,32.505346445971746,54.29596119982267,0.424,1,11,22,682,0.5986696824037112,0.424,Dataset_3,False,False,False,False,0,0,-0.0694870348989258,Normal,0,0.0,0,7.947818366748602e-05,16,32.804954038365366,0.5129355883586931,57.56323669931495,5.668160269432587,0.49082352941176466,0.2633956708295805,33.830825215082754,31.77908286164798,68.89955723818012,46.226916160449775,1.0176148710709256,-0.035967812247396314,0,0,0,0,0.5841025951225509,0.5764259949892622,0.2536992179942926,0.5841025951225509,0,0,0,0,NORMAL
95.24921086851552,33.08804391414942,52.32156132326639,0.622,1,11,22,682,0.6323978574973822,0.622,Dataset_1,False,False,False,False,0,0,-0.0199113363646459,Normal,0,0.055,0,0.006443721994244952,17,32.82068125368671,0.5020741887538219,57.27203251175669,5.636005136974933,0.49811111111111106,0.25739507031453074,33.824829631194355,31.816532876179064,68.54404278570655,46.000022237806824,1.0129012517401725,-0.016679029517950417,0,0,0,0,0.5325151818920142,0.8783651167469129,0.4813161628205909,0.8783651167469129,0,0,0,0,NORMAL
41.09567852954838,32.585846424825625,52.0553091252118,0.719,1,11,22,682,0.6259850598612305,0.719,Dataset_1,False,False,False,False,0,0,-0.0511899559318881,Normal,0,0.02,0,0.0010093313679196809,18,32.80832152585191,0.49089370027719736,56.99746812299117,5.6064412003410675,0.5097368421052632,0.25522448552538196,33.790108926406305,31.826534125297513,68.21035052367331,45.78458572230904,1.020185813156027,-0.0007121289455007673,0,0,0,0,0.4532033059241764,0.8815143046473781,0.8199148194937053,0.8815143046473781,0,0,0,0,NORMAL
23.922465868090587,32.727784584735,46.50703390099251,0.346,1,11,22,682,0.7037168603504446,0.346,Dataset_1,False,False,False,False,0,1,0.0261809011149743,Anomaly,1,1.0,1,0.8142330749850676,19,32.80429467879607,0.47814009940015134,56.47294641189124,5.9397237329412675,0.50155,0.2511008342227648,33.76057487759637,31.848014479995765,68.35239387777378,44.59349894600871,1.0037516684455297,-0.0006516684455295518,0,0,0,0,0.16001572372058376,1.6778408022224547,0.6194697879506688,1.6778408022224547,0,0,0,0,MEDIUM RISK
21.35250053484528,31.593294836631493,45.734782916258766,0.083,1,11,22,682,0.6907935739781651,0.083,Dataset_2,False,False,False,False,0,1,0.0544243519281379,Anomaly,1,0.94,1,0.929404098135793,20,32.74662801964537,0.5357437559611083,55.9616052930516,6.245571763947811,0.48161904761904767,0.2612300664530169,33.818115531567585,31.675140507723153,68.45274882094722,43.470461765155974,1.0040791805250815,-0.0408410852869861,1,0,0,1,2.1527661637020343,1.6374514817642574,1.525925124570666,2.1527661637020343,1,1,1,1,HIGH RISK
69.5505735188371,32.697248017619465,56.33796342032395,0.237,1,11,22,682,0.5803768090318847,0.237,Dataset_2,False,False,False,False,0,0,-0.0799350725201777,Normal,0,0.0,0,3.12470189201327e-05,21,32.74438347409874,0.5229383551926169,55.97871248065489,6.095582085503433,0.4705,0.26021433473196665,33.79026018448398,31.698506763713507,68.16987665166175,43.787548309648024,0.9909286694639332,-0.04992866946393332,0,0,0,0,0.09013560752549042,0.058936271498527155,0.8973337418431369,0.8973337418431369,0,0,0,0,NORMAL
72.39008972631147,32.67210398327011,54.26047831416562,0.82,1,11,22,682,0.602134452113852,0.82,Dataset_3,False,False,False,False,0,0,-0.0561229004332517,Normal,0,0.005,0,0.0010829523978963282,22,32.741240887540975,0.5111374201541693,55.90400664732927,5.9662021828986935,0.48569565217391303,0.26447038582842725,33.76351572784932,31.718966047232637,67.83641101312665,43.97160228153188,1.0146364238307675,-0.04324511948294146,0,0,0,0,0.13526062910710157,0.27547307437912955,1.2640473251157804,1.2640473251157804,0,0,0,0,NORMAL
4.930952056119445,33.34361761095742,57.19783916432005,0.053,1,11,22,682,0.5829523897260221,0.053,Dataset_1,False,False,False,False,0,0,-0.0129184993483792,Normal,0,0.155,1,0.14910574488689665,23,32.766339917683325,0.5148022336856025,55.95791633553722,5.841034598623891,0.4676666666666667,0.2733213853875048,33.79594438505453,31.73673545031212,67.639985532785,44.275847138289436,1.0143094374416761,-0.07897610410834288,0,0,0,0,1.1213559968169307,0.21227790994373466,1.5171339371957042,1.5171339371957042,0,0,0,0,LOW RISK
22.81094991186991,32.37531802040237,57.46630406244278,0.854,1,11,22,682,0.5633791486197591,0.854,Dataset_1,False,False,False,False,0,0,-0.046663499193734,Normal,0,0.025,0,0.024699128465458454,24,32.75069904179209,0.5099948126682207,56.018251844613445,5.726004218281584,0.48312,0.2784995990422009,33.77068866712853,31.730709416455646,67.4702602811766,44.566243408050276,1.0401191980844018,-0.0738791980844018,0,0,0,0,0.7360472616937471,0.25289048169325745,1.331702701091142,1.331702701091142,0,0,0,0,NORMAL
23.2881073953582,32.3042015957423,51.82547851131639,0.474,1,11,22,682,0.6233266320032503,0.474,Dataset_3,False,False,False,False,0,0,-0.0482299010053499,Normal,0,0.005,0,0.00044516193806216984,25,32.73352606309787,0.5073052451124388,55.85699133179432,5.670252914405948,0.48276923076923073,0.2728786261607615,33.748136553322745,31.71891557287299,67.19749716060622,44.51648550298242,1.0285264830907537,-0.06298802155229222,0,0,0,0,0.8462826379368058,0.7109933490342285,0.03213589410322828,0.8462826379368058,0,0,0,0,NORMAL
12.883154526909408,32.01870214428745,56.96641271767856,0.049,1,11,22,682,0.5620628025308005,0.049,Dataset_3,False,False,False,False,0,0,-0.0289179253204837,Normal,0,0.045,0,0.009535865327103023,26,32.70705110314192,0.5161251187470184,55.898081012752996,5.564238260375501,0.4667037037037037,0.2802989907518831,33.73930134063596,31.674800865647885,67.026557533504,44.769604492001996,1.02730168520747,-0.09389427780006249,0,0,0,0,1.3336836363281714,0.19199959867532115,1.4902023456484812,1.4902023456484812,0,0,0,0,NORMAL
94.46834540148356,32.7434700128437,61.4387895235664,0.134,1,11,22,682,0.5329445735147426,0.134,Dataset_3,False,False,False,False,0,0,-0.0353849442909507,Normal,0,0.14,0,0.0751737110676767,27,32.708351778488414,0.5065238307818589,56.09596345956776,5.559717800986892,0.45482142857142854,0.28215402328718064,33.72139944005213,31.695304116924696,67.21539906154155,44.97652785759398,1.0191294751457898,-0.10948661800293275,0,0,0,0,0.06933171331616696,0.9609885419115521,1.1370395778667133,1.1370395778667133,0,0,0,0,NORMAL
29.821208148273115,33.2838371947064,57.54142859705578,0.861,1,11,22,682,0.578432573326427,0.861,Dataset_2,False,False,False,False,0,0,-0.0451902620929395,Normal,0,0.025,0,0.02972467371612419,28,32.72819610318559,0.5087469166586015,56.14580708499838,5.466128810878641,0.4688275862068966,0.2871526558875109,33.74568993650279,31.710702269868385,67.07806470675567,45.2135494632411,1.0431328979819183,-0.10547772556812518,0,0,0,0,1.0921736941355935,0.25532169200955357,1.365723213869624,1.365723213869624,0,0,0,0,NORMAL
43.210913937051295,32.850006141574404,59.60001130953068,0.461,1,11,22,682,0.5511744858536101,0.461,Dataset_2,False,False,False,False,0,0,-0.0776536838908011,Normal,0,0.015,0,0.00016119835473246423,29,32.73225643779855,0.5003929146459072,56.26094722581613,5.407955845001983,0.4685666666666667,0.2821619348375404,33.73304226709036,31.731470608506733,67.0768589158201,45.44503553581217,1.0328905363417475,-0.09575720300841406,0,0,0,0,0.23531402027376777,0.6174354158910309,0.026816657088654435,0.6174354158910309,0,0,0,0,NORMAL
37.84271933527933,33.08279904717761,62.0795311578416,0.345,1,11,22,682,0.5329099285584539,0.345,Dataset_1,False,False,False,False,0,0,-0.0636638080827213,Normal,0,0.015,0,0.006467615938849645,30,32.74356426390755,0.4959944639451325,56.44864348168792,5.418786453253011,0.4645806451612903,0.2783056801664372,33.73555319179781,31.751575336017286,67.28621638819394,45.6110705751819,1.0211920054941648,-0.09203071517158412,0,0,0,0,0.683947350187026,1.0391416391084585,0.4296722058190514,1.0391416391084585,0,0,0,0,NORMAL
20.989873476101334,33.079160772885544,54.945189220150255,0.755,1,11,22,682,0.602039243841844,0.755,Dataset_2,False,False,False,False,0,0,-0.054142239721317,Normal,0,0.01,0,0.0067162291401561755,31,32.75405165481311,0.49152234658576877,56.401660536014866,5.337291619518921,0.47365625,0.2785520869082976,33.73709634798465,31.771006961641575,67.0762437750527,45.72707729697702,1.030760423816595,-0.08344792381659516,0,0,0,0,0.6614316905406707,0.272885790548222,1.010018424576358,1.010018424576358,0,0,0,0,NORMAL
67.98450841033565,32.26591776239345,52.145003927194125,0.525,1,11,22,682,0.6187729353452696,0.525,Dataset_2,False,False,False,False,0,0,-0.0508092269153782,Normal,0,0.005,0,8.354624323822767e-05,32,32.73925971867918,0.49118717742564466,56.27267094180817,5.305236793319652,0.4752121212121212,0.2743108134005746,33.72163407353047,31.75688536382789,66.88314452844747,45.66219735516887,1.0238337480132704,-0.07340950558902803,0,0,0,0,0.9636672420874444,0.7780361928001795,0.18150103770840567,0.9636672420874444,0,0,0,0,NORMAL
33.496682322909805,32.39078457687424,48.94551466662658,0.939,1,11,22,682,0.661772261170799,0.939,Dataset_2,False,False,False,False,0,1,0.022052639205004,Anomaly,1,1.0,1,0.9295955203479683,33,32.729010449802566,0.4873657793033489,56.0571663454793,5.3732372192916475,0.48885294117647055,0.2815895500334788,33.703742008409264,31.754278891195867,66.8036407840626,45.31069190689601,1.052032041243428,-0.07432615889048705,0,0,0,0,0.6939863102934362,1.3235318049588076,1.5985872351540584,1.5985872351540584,0,0,0,0,MEDIUM RISK
16.15744390189336,32.64589630494718,59.64877737968246,0.759,1,11,23,683,0.5473020100620705,0.759,Dataset_1,False,False,False,False,0,0,-0.0497570792215441,Normal,0,0.12,0,0.03181875087324734,34,32.72663575994955,0.48035063432091896,56.159783803599396,5.328327430193263,0.49657142857142855,0.28115060708728024,33.68733702859139,31.765934491307714,66.81643866398592,45.50312894321287,1.058872642745989,-0.06572978560313192,0,0,0,0,0.16808406432615913,0.6548007732242046,0.9334059091723548,0.9334059091723548,0,0,0,0,NORMAL
3.610363040209826,32.19553425422016,55.59618613920856,0.597,1,11,23,683,0.5790960839383649,0.597,Dataset_1,False,False,False,False,0,0,-0.0382265071786696,Normal,0,0.08,0,0.0074522630980689815,35,32.71188294034596,0.48164250076551657,56.14412831292187,5.252496842572585,0.49936111111111114,0.2776101225797254,33.67516794187699,31.748597938814925,66.64912199806705,45.6391346277767,1.054581356270562,-0.05585913404833964,0,0,0,0,1.072055753488044,0.1043203043839684,0.35171101208615496,1.072055753488044,0,0,0,0,NORMAL
28.65080836697088,32.815701726016904,64.10300582137668,0.166,1,11,23,683,0.5119214113849293,0.166,Dataset_2,False,False,False,False,0,0,-0.0340985011907256,Normal,0,0.07,1,0.18320741557536493,36,32.714688853472204,0.4752125104388341,56.35923311044768,5.341756489891751,0.4903513513513514,0.27915967316774665,33.66511387434987,31.764263832594537,67.04274609023119,45.67572013066418,1.0486706976868447,-0.06796799498414191,0,0,0,0,0.21256313283563935,1.4496675907849805,1.1618805316336585,1.4496675907849805,0,0,0,0,LOW RISK
60.005774061329056,32.814471774991986,51.160919575980415,0.548,1,11,23,683,0.6413972111048776,0.548,Dataset_2,False,False,False,False,0,0,-0.0445119386925221,Normal,0,0.015,0,0.00027525996857126527,37,32.71731471982799,0.46902613589377123,56.22243538585643,5.3361297657400355,0.49186842105263157,0.275520163685781,33.65536699161553,31.77926244804045,66.8946949173365,45.550175854376356,1.0429087484241937,-0.05917190631893049,0,0,0,0,0.20714591487090833,0.9485366892379862,0.2037287379178752,0.9485366892379862,0,0,0,0,NORMAL
65.73106595092933,32.77150254153625,52.077475207009925,0.412,1,11,23,683,0.6292836160352375,0.412,Dataset_2,False,False,False,False,0,0,-0.0614186515250887,Normal,0,0.005,0,5.097106353019459e-05,38,32.71870415115384,0.46289492747069766,56.116154355629604,5.307116762791728,0.48982051282051287,0.2721713732379958,33.64449400609523,31.79291429621244,66.73038788121306,45.501920830046146,1.0341632592965044,-0.0545222336554787,0,0,0,0,0.11406103888385556,0.7609929398844153,0.2859236295539235,0.7609929398844153,0,0,0,0,NORMAL
71.69825439197372,32.24055964547336,41.65444420171896,0.882,1,11,23,683,0.7740004575584382,0.882,Dataset_1,False,True,False,False,1,1,0.0611666246676265,Anomaly,1,1.0,1,0.9999999999998554,39,32.70675053851183,0.46313402118200986,55.75461160178183,5.715927119876209,0.499625,0.27572261121158226,33.63301858087585,31.78048249614781,67.18646584153424,44.322757362029414,1.0510702224231645,-0.05182022242316453,0,1,0,1,1.006598231005413,2.4668202791129996,1.3868054256208644,2.4668202791129996,1,1,1,1,HIGH RISK
80.3410243460001,33.31290587324654,61.03903942972623,0.776,1,11,23,683,0.5457639182843878,0.776,Dataset_3,False,False,False,False,0,0,-0.0230278910873155,Normal,0,0.125,0,0.02498228670492784,40,32.72153481496878,0.4670035991096667,55.88350008539023,5.704044982135459,0.5063658536585366,0.27565447176651797,33.65554201318811,31.787527616749443,67.29159004966115,44.47541012111931,1.0576747971915725,-0.04494308987449935,0,0,0,0,1.2663067117651527,0.9038390224206937,0.9781563362901259,1.2663067117651527,0,0,0,0,NORMAL
3.577688826083282,31.259169875098696,60.37655230834181,0.364,1,11,23,683,0.5177369055079836,0.364,Dataset_1,False,False,False,False,0,1,0.0071360858449287,Anomaly,1,0.995,1,0.813880177351756,41,32.68671660211472,0.5135075164355916,55.99047751927004,5.676550028803907,0.5029761904761905,0.2731568376516782,33.713731634985905,31.659701569243538,67.34357757687785,44.637377461662226,1.0492898657795469,-0.04333748482716593,1,0,0,1,2.779986468238215,0.7726654383649486,0.5087761408237838,2.779986468238215,1,1,1,1,HIGH RISK
69.8582094166788,32.24796448971697,60.13914085480252,0.252,1,11,23,683,0.5362225581398407,0.252,Dataset_2,False,False,False,False,0,0,-0.0695044964697477,Normal,0,0.01,0,0.0005482466534766534,42,32.6765130646171,0.5117503888237365,56.086958061956835,5.644135539679794,0.4971395348837209,0.2725857297556958,33.70001384226457,31.653012286969624,67.37522914131642,44.798686982597246,1.0423109943951125,-0.04803192462767064,0,0,0,0,0.8374155581387832,0.7179455642785664,0.899308396646549,0.899308396646549,0,0,0,0,NORMAL
13.864222023633891,32.53931779367415,59.208546303826,0.354,1,11,23,683,0.549571291230979,0.354,Dataset_1,False,False,False,False,0,0,-0.0708317876528387,Normal,0,0.03,0,0.0013406573495024633,43,32.67339499027749,0.5061875306662903,56.157903249272046,5.597935713965833,0.4938863636363637,0.2702603581827605,33.68577005161007,31.661019928944906,67.35377467720372,44.96203182134038,1.0344070800018847,-0.046634352729157336,0,0,0,0,0.2648760066271188,0.5449584749579524,0.517596613059894,0.5449584749579524,0,0,0,0,NORMAL
66.84707870775942,31.87517069460101,53.2384119974305,0.153,1,11,23,683,0.5987250351760004,0.153,Dataset_1,False,False,False,False,0,0,-0.0582366992857502,Normal,0,0.01,0,9.815795957290523e-05,44,32.65565667259579,0.5143555757794459,56.093025665897784,5.55104421526692,0.48631111111111114,0.2719612958945564,33.684367824154684,31.626945521036898,67.19511409643162,44.990937235363944,1.030233702900224,-0.0576114806780017,0,0,0,0,1.517402546690583,0.5142479583153646,1.2255783839990104,1.517402546690583,0,0,0,0,NORMAL
46.2995922080602,32.3233864776702,54.34301539795724,0.451,1,11,23,683,0.5948029502257302,0.451,Dataset_1,False,False,False,False,0,0,-0.0826514075356417,Normal,0,0.005,0,9.171814635952587e-06,45,32.64843340748871,0.5109624116092342,56.05498196442081,5.495080631868246,0.4855434782608696,0.26897291945652485,33.67035823070718,31.62650858427024,67.0451432281573,45.06482070068432,1.0234893171739192,-0.052402360652180124,0,0,0,0,0.6361452159457087,0.3115452473963576,0.12842686878588966,0.6361452159457087,0,0,0,0,NORMAL
32.138720598311615,32.8675006030643,50.05312873062979,0.89,1,11,23,683,0.6566522569107438,0.89,Dataset_2,False,False,False,False,0,0,-0.0071996786592941,Normal,0,0.255,1,0.6170246564798669,46,32.653094411649896,0.5063871550451208,55.927282959446536,5.505080288750327,0.49414893617021277,0.2724962687198395,33.66586872174014,31.640320101559656,66.93744353694719,44.91712238194588,1.0391414736098918,-0.05084360126946624,0,0,0,0,0.4234028566392916,1.0670422325680504,1.4526790146904942,1.4526790146904942,0,0,0,0,LOW RISK
47.88548055417699,32.95873790047207,57.68053882146961,0.632,1,11,23,683,0.5714013426796035,0.632,Dataset_2,False,False,False,False,0,0,-0.0754077704567149,Normal,0,0.02,0,6.133123424166765e-05,47,32.65946198433369,0.5029097772746117,55.96380912323869,5.45207686319734,0.4970208333333333,0.2703150635819077,33.665281538882915,31.653642429784465,66.86796284963337,45.05965539684401,1.0376509604971487,-0.04360929383048212,0,0,0,0,0.5950874979459159,0.3148762254147549,0.49933831115355476,0.5950874979459159,0,0,0,0,NORMAL
2.3306805652602662,33.14688179431321,64.59297545786112,0.927,1,11,23,683,0.5131654184714252,0.927,Dataset_3,False,False,False,False,0,1,0.0410678297708914,Anomaly,1,1.0,1,0.9999870782905258,48,32.6694093273945,0.5024914387906845,56.13991455863915,5.534032112528862,0.5057959183673469,0.27444679050104875,33.67439220497587,31.664426449813128,67.20797878369687,45.07185033358142,1.0546894993694444,-0.043097662634750566,0,0,0,0,0.9502082619746753,1.5274684352871915,1.534733002818777,1.534733002818777,0,0,0,0,MEDIUM RISK
60.39845401390944,32.40401700177879,55.29295480532709,0.165,1,11,23,683,0.5860424086544653,0.165,Dataset_3,False,False,False,False,0,0,-0.0759265422298746,Normal,0,0.005,0,2.4040379832911926e-05,49,32.66410148088218,0.4987517364410782,56.122975363572905,5.478580820046499,0.49898000000000003,0.2758744531078422,33.66160495376434,31.666598008000026,67.0801370036659,45.16581372347991,1.0507289062156844,-0.052768906215684364,0,0,0,0,0.5214697787109117,0.15150281322964135,1.2106187637848458,1.2106187637848458,0,0,0,0,NORMAL
13.77930331845549,32.16104243855134,63.88268824828604,0.152,1,11,23,683,0.5034390821205796,0.152,Dataset_3,False,False,False,False,0,0,-0.0142679854999132,Normal,0,0.18,1,0.5120129618765862,50,32.66671871593026,0.4956912667701075,56.23456215283851,5.579781426314278,0.49879999999999997,0.276102317621418,33.65810124947048,31.675336182390044,67.39412500546706,45.07499930020995,1.051004635242836,-0.05340463524283606,0,0,0,0,1.0201415500666673,1.3706853620992343,1.2560515497880345,1.3706853620992343,0,0,0,0,LOW RISK
52.86871867317051,32.73215807921248,46.69525769337224,0.618,1,11,23,683,0.7009739103096214,0.618,Dataset_1,False,False,False,False,0,1,0.0141230796988989,Anomaly,1,1.0,1,0.813869751835076,51,32.6666378950809,0.49568003633307317,56.09141397156695,5.7318736675733515,0.49398000000000003,0.2717552537839585,33.65799796774705,31.675277822414756,67.55516130671366,44.627666636420244,1.037490507567917,-0.04953050756791694,0,0,0,0,0.13218214805287073,1.6392815305873862,0.45636484266004684,1.6392815305873862,0,0,0,0,MEDIUM RISK
42.66534076015617,32.489431666425766,61.79492725065508,0.968,1,11,23,683,0.525762106796869,0.968,Dataset_2,False,False,False,False,0,0,-0.0130901297243157,Normal,0,0.245,1,0.36211120885770337,52,32.635970165396955,0.4558998256932888,56.18039602050573,5.786022986909607,0.51168,0.27325777917115374,33.547769816783536,31.72417051401038,67.75244199432495,44.60835004668652,1.0581955583423075,-0.03483555834230745,0,0,0,0,0.3214262635921927,0.9703608631508875,1.6699189002604273,1.6699189002604273,0,0,0,0,LOW RISK
64.91683686659333,32.4884400041802,62.09686777717561,0.112,1,11,24,684,0.5231896655008422,0.112,Dataset_3,False,False,False,False,0,0,-0.053645018670001,Normal,0,0.02,0,0.010353054142762016,53,32.63378137698278,0.45634892232632407,56.41609252160583,5.78212316034609,0.49961999999999995,0.2773766973718196,33.54647922163543,31.721083532330134,67.98033884229801,44.851846200913656,1.0543733947436391,-0.05513339474363921,0,0,0,0,0.31848668245998685,0.9824720289696709,1.3974447249102464,1.3974447249102464,0,0,0,0,NORMAL
